有趣,yǒuqù,amusing; fascinating; interesting
应聘,yìngpìn,to accept a job offer; to apply for an advertised position
勺子,sháozi,ladle; scoop
经历,jīnglì,experience; to experience; to go through
商量,shāngliang,to consult; to discuss; to talk over
公里,gōnglǐ,kilometer
打扮,dǎban,manner of dressing; style of dress; to adorn; to decorate; to dress; to make up
教授,jiàoshòu,professor; to instruct; to lecture on
改变,gǎibiàn,to alter; to change; to transform
方法,fāngfǎ,means; method; way
美丽,měilì,beautiful
空,kōng,air; empty; in vain; sky
空,kòng,free time; leisure; space; to empty; unoccupied; vacant
适应,shìyìng,to adapt; to fit; to suit
演员,yǎnyuán,actor or actress; performer
浪漫,làngmàn,romantic
污染,wūrǎn,to pollute; to contaminate (lit. and fig.)
香,xiāng,(of sleep) sound; (to eat) with relish; aromatic; fragrant; joss or incense stick; perfume or spice; savory or appetizing; sweet smelling
打折,dǎzhé,to give a discount
硕士,shuòshì,learned person; master's degree; person who has a master's degree
详细,xiángxì,detailed; in detail; minute
无聊,wúliáo,bored; boring; senseless
高速公路,gāosùgōnglù,expressway; highway; freeway
父亲,fùqīn,also pr. [fu4 qin5]; father
网球,wǎngqiú,tennis; tennis ball
活泼,huópo,(chemistry) reactive; active; brisk; lively; vivacious
国际,guójì,international
乘坐,chéngzuò,to ride (in a vehicle)
减肥,jiǎnféi,to lose weight
功夫,gōngfu,art; effort; kung fu; labor; skill
感动,gǎndòng,moving; to move (sb); to touch (sb emotionally)
加班,jiābān,to work overtime
日记,rìjì,diary
作用,zuòyòng,(suffix) -ation, -tion etc, as in 抑制作用[yi4 zhi4 zuo4 yong4], inhibition; action; activity; effect; function; impact; intent; purpose; result; to act on; to affect
自然,zìrán,natural; naturally; nature
接受,jiēshòu,to accept; to receive
所有,suǒyǒu,all; to have; to possess; to own
经验,jīngyàn,experience; to experience
到底,dàodǐ,after all; finally; in the end; to the end; to the last; when all is said and done
通过,tōngguò,by means of; through; via; to adopt (a resolution); to pass (legislation); to pass (a test); to pass through; to get through
国籍,guójí,nationality
死,sǐ,damned; extremely; impassable; inflexible; rigid; to die; uncrossable
世纪,shìjì,century
放暑假,fàngshǔjià,to be on summer vacation
尽管,jǐnguǎn,(go ahead and do it) without hesitating; although; despite; do not hesitate (to ask, complain etc); even though; in spite of; unhesitatingly
技术,jìshù,technology; technique; skill
以,yǐ,according to; at (a certain date or place); because of; by means of; in order to; to use
冷静,lěngjìng,(of a place) deserted; quiet; calm; cool-headed; dispassionate
价格,jiàgé,price
台,tái,broadcasting station; classifier for vehicles or machines; platform; stage; stand; station; support; terrace
台,tái,typhoon
台,tái,(classical) you (in letters)
台,Tái,Taiwan (abbr.)
台,Tái,Taiwan (abbr.)
台,tái,desk; table; counter
叶子,yèzi,(slang) marijuana; leaf (CL:片[pian4])
梦,mèng,(bound form) to dream; dream (CL:場|场[chang2],個|个[ge4])
同时,tóngshí,at the same time; simultaneously
进行,jìnxíng,in progress; to advance; to carry on; to carry out; to conduct; to do; to execute; underway
烤鸭,kǎoyā,roast duck
主意,zhǔyi,Beijing pr. [zhu2 yi5]; decision; idea; plan
寒假,hánjià,winter vacation
差不多,chàbuduō,about the same; almost; good enough; more or less; nearly; not bad
儿童,értóng,child
联系,liánxì,connection; contact; relation; to get in touch with; to integrate; to link; to touch
重点,zhòngdiǎn,important point; main point; focus; key (project etc); to focus on; to put the emphasis on
重点,chóngdiǎn,to re-evaluate; to recount (e.g. results of election)
恐怕,kǒngpà,I'm afraid that...; fear; maybe; perhaps; to dread
拒绝,jùjué,to refuse; to decline; to reject
合适,héshì,appropriate; fitting; suitable
沙发,shāfā,(Internet slang) the first reply or replier to a forum post; sofa (loanword)
学期,xuéqī,semester; term
活动,huódòng,active; activity; behavior; campaign; loose; maneuver; movable; shaky; to exercise; to move about; to operate; to use connections (personal influence)
讨论,tǎolùn,to discuss; to talk over
生活,shēnghuó,life; livelihood; to live
因此,yīncǐ,thus; consequently; as a result
行,háng,(Tw) column; (in data tables) row; commercial firm; line; line of business; profession; row; to rank (first, second etc) among one's siblings (by age)
行,xíng,OK!; a visit; all right; behavior; capable; competent; conduct; current; effective; in circulation; makeshift; temporary; to do; to go; to perform; to travel; to walk; will do
塑料袋,sùliàodài,plastic bag
鼓励,gǔlì,to encourage
爱情,àiqíng,romance; love (romantic)
破,pò,broken; damaged; lousy; rotten; to break with; to break, split or cleave; to capture (a city etc); to defeat; to destroy; to expose the truth of; to get rid of; worn out
橡皮,xiàngpí,an eraser; rubber
目的,mùdì,purpose; aim; goal; target; objective
压力,yālì,pressure
从来,cónglái,always; at all times
可惜,kěxī,it is a pity; unfortunately; what a pity
按照,ànzhào,according to; in accordance with; in the light of; on the basis of
取,qǔ,to choose; to fetch; to get; to take
失败,shībài,defeat; failure; to be defeated; to fail (e.g. experiments); to lose
咱们,zánmen,(dialect) (in a coaxing or familiar way) you; (dialect) I or me; also pr. [za2 men5]; we or us (including both the speaker and the person(s) spoken to)
咸,xián,miserly; salted; salty; stingy
咸,xián,all; each; everyone; harmonious; widespread
低,dī,beneath; low; to hang down; to incline; to let droop; to lower (one's head)
不仅,bùjǐn,(as a correlative conjunction) not only (..., but also ...); not just; not limited to
交通,jiāotōng,communications; liaison; to be connected; traffic; transportation
正好,zhènghǎo,by chance; it just so happens that; just (in time); just enough; just right; to chance to; to happen to
散步,sànbù,to take a walk; to go for a walk
郊区,jiāoqū,outskirts; suburban district; suburbs
保证,bǎozhèng,guarantee; to ensure; to guarantee; to pledge; to safeguard
镜子,jìngzi,mirror
堵车,dǔchē,(of traffic) to get congested; traffic jam
转,zhuàn,classifier for repeated actions; classifier for revolutions (per minute etc): revs, rpm; to circle about; to revolve; to turn; to walk about
转,zhuǎn,(Internet) to share (sb else's content); to change direction; to forward (mail); to transfer; to turn
森林,sēnlín,forest
肯定,kěndìng,affirmative (answer); assuredly; definitely; to affirm; to be certain; to be positive; to give recognition
排列,páiliè,(math.) permutation; to arrange in order
登机牌,dēngjīpái,boarding pass
工资,gōngzī,wages; pay
优点,yōudiǎn,advantage; benefit; merit; strong point
情况,qíngkuàng,circumstances; state of affairs; situation
复印,fùyìn,to duplicate a document; to photocopy
笨,bèn,clumsy; foolish; silly; slow-witted; stupid
过程,guòchéng,course of events; process
不管,bùguǎn,no matter; not to be concerned; regardless of
凉快,liángkuai,nice and cold; pleasantly cool
招聘,zhāopìn,to invite applications for a job; to recruit
零钱,língqián,change (of money); pocket money; small change
打招呼,dǎzhāohu,to give prior notice; to greet sb by word or action
特点,tèdiǎn,characteristic (feature); feature; trait
赚,zuàn,to cheat; to swindle
赚,zhuàn,to earn; to make a profit
调查,diàochá,(opinion) poll; inquiry; investigation; survey; to investigate; to survey
母亲,mǔqīn,also pr. [mu3 qin5]; mother
礼拜天,Lǐbàitiān,Sunday
连,lián,(used with 也[ye3], 都[dou1] etc) even; company (military); continuously; in succession; including; to connect; to join; to link
剩,shèng,to be left; to have as remainder; to remain
故意,gùyì,deliberately; on purpose
研究,yánjiū,a study; research; to look into; to research
卫生间,wèishēngjiān,WC; bathroom; toilet
挺,tǐng,(coll.) quite; classifier for machine guns; erect; outstanding; straight; to (physically) straighten up; to stick out (a part of the body); to support; to withstand; very
密码,mìmǎ,cipher; secret code; password; PIN
最好,zuìhǎo,(you) had better (do what we suggest); best
养成,yǎngchéng,to acquire; to cultivate; to form (a habit); to raise
引起,yǐnqǐ,to give rise to; to lead to; to cause; to arouse
保护,bǎohù,protection; to defend; to protect; to safeguard
巧克力,qiǎokèlì,chocolate (loanword)
轻松,qīngsōng,effortless; gentle; light; relaxed; to relax; to take things less seriously; uncomplicated
掉,diào,(used after certain verbs to express completion, fulfillment, removal etc); fall (in prices); to change; to drop; to exchange; to fall; to go missing; to lag behind; to lose; to lose (value, weight etc); to reduce; to shed (hair); to show off; to swap; to swing; to turn; to wag
表演,biǎoyǎn,exhibition; performance; play; show; to act; to demonstrate; to perform
建议,jiànyì,proposal; suggestion; recommendation; to propose; to suggest; to recommend
性别,xìngbié,gender; sex
味道,wèidao,(dialect) smell; odor; (fig.) feeling (of ...); sense (of ...); hint (of ...); (fig.) interest; delight; flavor; taste
百分之,bǎifēnzhī,percent
材料,cáiliào,(fig.) person who has the potential to do the job; (raw) material; data
篇,piān,bound set of bamboo slips used for record keeping (old); classifier for written items: chapter, article; piece of writing; sheet
方面,fāngmiàn,aspect; field; respect; side
管理,guǎnlǐ,administration; management; to administer; to manage; to supervise
重新,chóngxīn,again; once more; re-
假,jiǎ,artificial; fake; false; if; suppose; to borrow
假,jià,vacation
假,jiǎ,to borrow
羽毛球,yǔmáoqiú,badminton; shuttlecock
考虑,kǎolü,consideration; to consider; to think over
批评,pīpíng,to criticize; criticism
浪费,làngfèi,to squander; to waste
词语,cíyǔ,expression; term (e.g. technical term); word (general term including monosyllables through to short phrases)
友好,yǒuhǎo,close friend; friendly; amicable
友好,Yǒuhǎo,Youhao district of Yichun city 伊春市[Yi1 chun1 shi4], Heilongjiang
只要,zhǐyào,if only; so long as
醒,xǐng,to be awake; to become aware; to come to; to sober up; to wake up
准时,zhǔnshí,on schedule; on time; punctual
重,chóng,again; classifier: layer; re-; repetition; to repeat
重,zhòng,heavy; serious; to attach importance to
于是,yúshì,thereupon; as a result; consequently; thus; hence
大概,dàgài,about; approximate; general idea; probably; rough; roughly
积极,jījí,active; energetic; positive (outlook); proactive; vigorous
互联网,Hùliánwǎng,Internet
输,shū,(bound form) to transport; (coll.) to enter (a password); (literary) to donate; to contribute; to lose; to be beaten
毛巾,máojīn,towel
逛,guàng,to stroll; to visit
至少,zhìshǎo,(to say the) least; at least
酸,suān,aching; an acid; grieved; impractical; pedantic; sick at heart; sore; sour; tart; to make sarcastic remarks about sb
扔,rēng,to throw; to throw away
意见,yìjiàn,complaint; idea; objection; opinion; suggestion
力气,lìqi,strength
伤心,shāngxīn,to be broken-hearted; to feel deeply hurt; to grieve
普遍,pǔbiàn,common; general; universal; widespread
值得,zhíde,to be worth; to deserve
棒,bàng,capable; classifier for legs of a relay race; club; cudgel; smart; stick; strong; wonderful
例如,lìrú,for example; for instance; such as
小伙子,xiǎohuǒzi,lad; young guy; young man; youngster
吃惊,chījīng,to be amazed; to be shocked; to be startled
抱,bào,(coll.) (of clothes) to fit nicely; to carry (in one's arms); to cherish; to embrace; to hold; to hug; to surround
对话,duìhuà,dialogue; conversation; to talk (with sb)
成为,chéngwéi,to become; to turn into
实际,shíjì,actual; practical; practice; real; realistic; reality
毕业,bìyè,graduation; to finish school; to graduate
轻,qīng,easy; frivolous; gentle; light; neutral; reckless; small in number; soft; to disparage; unimportant; unstressed
肚子,dùzi,abdomen; belly; stomach
现金,xiànjīn,cash
海洋,hǎiyáng,ocean
脾气,píqi,bad temper; character; temperament; disposition
苦,kǔ,bitter; hardship; pain; painstakingly; to bring suffering to; to suffer
估计,gūjì,(coll.) to suppose; to estimate; to reckon
后悔,hòuhuǐ,to regret; to feel remorse
实在,shízài,(philosophy) reality; actually; dependable; honest; indeed; real; really; true
并且,bìngqiě,and; besides; furthermore; in addition; moreover
乱,luàn,arbitrary; disorder; illicit sexual relations; in a confused state of mind; in confusion or disorder; indiscriminate; random; riot; to mix up; to throw into disorder; upheaval
页,xié,head
页,yè,leaf; page
首都,shǒudū,capital (city)
表扬,biǎoyáng,to commend; to praise
可怜,kělián,pathetic; pitiful; to have pity on
害羞,hàixiū,bashful; embarrassed; shy
误会,wùhuì,misunderstanding; to mistake; to misunderstand
缺点,quēdiǎn,disadvantage; fault; shortcoming; weak point
效果,xiàoguǒ,(theater) sound or visual effects; effect; efficacy; result
网站,wǎngzhàn,network station; node; website
责任,zérèn,blame; duty; responsibility
脏,zāng,dirty; filthy; to get (sth) dirty
脏,zàng,(anatomy) organ; viscera
阳光,yángguāng,(of personality) upbeat; energetic; sunshine; transparent (open to public scrutiny)
怀疑,huáiyí,to be skeptical of; to doubt (sth); to harbor suspicions; to have one's doubts; to suspect that
袜子,wàzi,socks; stockings
顺序,shùnxù,order; sequence
却,què,but; even though; however; nevertheless; to decline; to go back; to retreat; while; yet
生命,shēngmìng,life (as the characteristic of living beings); living being; creature
法律,fǎlü,law
赶,gǎn,to avail oneself of (an opportunity); to drive (cattle etc) forward; to drive (sb) away; to hurry; to rush; to overtake; to catch up with; to try to catch (the bus etc); until; by (a certain time)
由于,yóuyú,as a result of; because; due to; owing to; since; thanks to
垃圾桶,lājītǒng,garbage can; rubbish bin; trash can
地点,dìdiǎn,location; place; site; venue
呀,ya,(particle equivalent to 啊 after a vowel, expressing surprise or doubt)
汗,hàn,perspiration; sweat; to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)
激动,jīdòng,to excite; to move emotionally; to stir up (emotions)
自信,zìxìn,self-confidence; to have confidence in oneself
当,dāng,during; equal; just at; just at (a time or place); manage; match equally; obstruct; on the spot; ought; right; same; should; to act as; to be; when; withstand
当,dàng,(coll.) to fail (a student); adequate; at or in the very same...; fitting; proper; suitable; to pawn; to regard as; to replace; to think
当,dāng,(onom.) dong; ding dong (bell)
距离,jùlí,distance; to be apart from
感觉,gǎnjué,feeling; impression; sensation; to feel; to perceive
困,kùn,destitute; hard-pressed; stranded; to surround; to trap
困,kùn,sleepy; tired
即使,jíshǐ,even if; even though
俩,liǎ,both; some; two (colloquial equivalent of 兩個|两个)
一切,yīqiè,all; every; everything
耐心,nàixīn,patience; to be patient
结果,jiēguǒ,to bear fruit
结果,jiéguǒ,as a result; conclusion; in the end; outcome; result; to dispatch; to kill
迷路,mílù,labyrinth; labyrinthus vestibularis (of the inner ear); lost; to lose the way
聚会,jùhuì,gathering; party; to get together; to meet
表示,biǎoshì,to express; to indicate; to mean; to say; to show; to state
排队,páiduì,to line up
举,jǔ,act; deed; move; to act; to choose; to cite; to elect; to enumerate; to hold up; to lift; to raise
抱歉,bàoqiàn,sorry!; to be sorry; to feel apologetic
比如,bǐrú,for example; for instance; such as
年龄,niánlíng,(a person's) age
导游,dǎoyóu,guidebook; to conduct a tour; tour guide
整理,zhěnglǐ,to arrange; to collate (data, files); to list systematically; to pack (luggage); to sort out; to straighten out; to tidy up
重视,zhòngshì,to attach importance to sth; to value
胳膊,gēbo,arm
签证,qiānzhèng,to issue a visa; visa
空气,kōngqì,air; atmosphere
各,gè,each; every
科学,kēxué,rational; science; scientific; scientific knowledge
态度,tàidu,approach; attitude; bearing; manner
护士,hùshi,nurse
计划,jìhuà,plan; program; project; to map out; to plan
来自,láizì,From: (in email header); to come from (a place)
对面,duìmiàn,(sitting) opposite; across (the street); directly in front; to be face to face
否则,fǒuzé,otherwise; if not; or (else)
开心,kāixīn,to feel happy; to have a great time; to make fun of sb; to rejoice
随着,suízhe,along with; following; in the wake of
申请,shēnqǐng,application form (CL:份[fen4]); to apply for sth
盒子,hézi,box; case
敲,qiāo,to hit; to knock; to overcharge; to rap; to rip sb off; to strike; to tap
质量,zhìliàng,(physics) mass; quality
任何,rènhé,any; whatever; whatsoever; whichever
要是,yàoshi,(coll.) if
羡慕,xiànmù,to admire; to envy
仔细,zǐxì,careful; attentive; cautious; to be careful; to look out
厕所,cèsuǒ,lavatory; toilet
超过,chāoguò,to exceed; to outstrip; to surpass
放弃,fàngqì,to renounce; to abandon; to give up
奖金,jiǎngjīn,award money; bonus; premium
温度,wēndù,temperature
大夫,dàifu,doctor; physician
大夫,dàfū,senior official (in imperial China)
看法,kànfǎ,opinion; view; way of looking at a thing
流利,liúlì,fluent
样子,yàngzi,appearance; manner; model; pattern
严重,yánzhòng,critical; grave; serious; severe
安全,ānquán,safe; secure; safety; security
大约,dàyuē,approximately; probably
其中,qízhōng,among; in; included among these
毛,máo,(of currency) to devalue or depreciate; careless; classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1]); coarse or semifinished; down; feather; hair; mildew; mold; nervous; raw; scared; unthinking; wool; young
信封,xìnfēng,envelope
照,zhào,according to; as before; as requested; in accordance with; photo; to illuminate; to look at (one's reflection); to reflect; to shine; to take (a photo)
照,zhào,to illuminate; to shine
等,děng,(bound form) class; rank; grade; (bound form) equal to; same as; (literary) (plural suffix attached to a personal pronoun or noun); (used to end an enumeration); and so on; etc.; et al.; by the time; when; till; to wait for; to await
交流,jiāoliú,communication; exchange; interaction; to exchange; to have social contact (with sb)
反对,fǎnduì,to oppose; to be against; to object to
是否,shìfǒu,if; is or isn't; whether (or not)
平时,píngshí,in normal times; in peacetime; ordinarily
表格,biǎogé,form; table
陪,péi,to accompany; to assist; to keep sb company
填空,tiánkòng,to fill a job vacancy; to fill in a blank (e.g. on questionnaire or exam paper)
包子,bāozi,bao (steamed stuffed bun)
骗,piàn,to cheat; to deceive; to get on (a horse etc) by swinging one leg over; to swindle
原谅,yuánliàng,to excuse; to forgive; to pardon
躺,tǎng,to lie down; to recline
职业,zhíyè,occupation; profession; vocation; professional
赢,yíng,to beat; to profit; to win
负责,fùzé,conscientious; to be in charge of; to be to blame; to take responsibility for
约会,yuēhuì,appointment; date; engagement; to arrange to meet
缺少,quēshǎo,lack; shortage of; shortfall; to be short (of); to lack
云,yún,cloud
云,yún,(classical) to say
棵,kē,classifier for trees, cabbages, plants etc
顺利,shùnlì,smoothly; without a hitch
感谢,gǎnxiè,(express) thanks; grateful; gratitude; thankful; thanks
正式,zhèngshì,formal; official
厨房,chúfáng,kitchen
开玩笑,kāiwánxiào,to joke; to make fun of; to play a joke
敢,gǎn,(polite) may I venture; daring; to dare
麻烦,máfan,inconvenient; troublesome; annoying; to bother sb; to put sb to trouble; trouble; inconvenience
孙子,sūnzi,grandson; son's son
孙子,Sūnzǐ,Sun Tzu, also known as Sun Wu 孫武|孙武[Sun1 Wu3] (c. 500 BC, dates of birth and death uncertain), general, strategist and philosopher of the Spring and Autumn Period (700-475 BC), believed to be the author of the “Art of War” 孫子兵法|孙子兵法[Sun1 zi3 Bing1 fa3], one of the Seven Military Classics of ancient China 武經七書|武经七书[Wu3 jing1 Qi1 shu1]
眼镜,yǎnjìng,eyeglasses; spectacles
性格,xìnggé,character; disposition; nature; temperament
得,de,structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc
得,děi,must; ought to; to have to; to need to
得,dé,contented; finished; proper; proud; ready; suitable; to allow; to catch (a disease); to gain; to get; to obtain; to permit
尊重,zūnzhòng,eminent; proper; serious; to esteem; to honor; to respect; to value
辣,là,(of chili pepper, raw onions etc) to sting; hot (spicy); pungent; to burn
作者,zuòzhě,author; writer
说明,shuōmíng,caption; directions; explanation; to explain; to illustrate; to indicate; to prove; to show
究竟,jiūjìng,(in an interrogative sentence) finally; after all; outcome; result; to go to the bottom of a matter; when all is said and done
交,jiāo,to deliver; to hand over; to intersect (lines); to make friends; to pay (money); to turn over
降低,jiàngdī,to reduce; to lower; to bring down
任务,rènwu,mission; assignment; task; duty; role
减少,jiǎnshǎo,to lessen; to decrease; to reduce; to lower
阅读,yuèdú,reading; to read
报名,bàomíng,to apply; to enlist; to enroll; to enter one's name; to register; to sign up
秒,miǎo,(coll.) instantly; arc second (angular measurement unit); second (unit of time)
教育,jiàoyù,education; to educate; to teach
旅行,lüxíng,journey; trip; to travel
停,tíng,to halt; to park (a car); to stop
可是,kěshì,(used for emphasis) indeed; but; however
客厅,kètīng,drawing room (room for arriving guests); living room
由,yóu,(before a noun and a verb) it is for ... to ...; because of; due to; by; via; through; from; to follow
尤其,yóuqí,especially; particularly
推,tuī,massage; to cut; to decline; to delay; to elect; to nominate; to push; to push forward; to put off; to refuse; to reject; to shirk (responsibility)
够,gòu,(coll.) (before adj.) really; (coll.) to reach by stretching out; enough (sufficient); enough (too much)
擦,cā,to apply (lipstick, lotion etc); to rub; to scratch; to shred (vegetables etc); to touch; to brush (past); to towel; to wipe with a towel
千万,qiānwàn,countless; many; one must by all means; ten million
刀,dāo,(slang) dollar (loanword); blade; classifier for knife cuts or stabs; classifier for sets of one hundred sheets (of paper); cutlass; knife; single-edged sword
亚洲,Yàzhōu,Asia (abbr. for 亞細亞洲|亚细亚洲[Ya4 xi4 ya4 Zhou1])
诚实,chéngshí,honest
正常,zhèngcháng,normal; ordinary; regular
全部,quánbù,whole; all
只好,zhǐhǎo,to have no other option but to ...; to have to; to be forced to
小吃,xiǎochī,refreshments; snack
随便,suíbiàn,as one pleases; as one wishes; at random; casual; negligent; wanton
互相,hùxiāng,each other; mutual; mutually
房东,fángdōng,landlord
成功,Chénggōng,Chenggong or Chengkung town in Taitung County 臺東縣|台东县[Tai2 dong1 Xian4], southeast Taiwan
成功,chénggōng,success; to succeed
准确,zhǔnquè,accurate; exact; precise
购物,gòuwù,shopping
富,fù,abundant; rich; wealthy
深,shēn,deep (lit. and fig.)
来不及,láibují,it's too late (to do sth); there's not enough time (to do sth)
顾客,gùkè,customer; client
暂时,zànshí,for the time being; provisional; temporary
牙膏,yágāo,toothpaste
出生,chūshēng,to be born
烦恼,fánnǎo,to be distressed; to be worried; worries
允许,yǔnxǔ,to allow; to permit
律师,lüshī,lawyer
家具,jiājù,furniture
受不了,shòubùliǎo,can't stand; unable to endure; unbearable
其次,qícì,next; secondly
景色,jǐngsè,landscape; scene; scenery; view
谈,tán,to chat; to converse; to discuss; to speak; to talk
然而,ránér,however; yet; but
优秀,yōuxiù,outstanding; excellent
发生,fāshēng,to happen; to occur; to take place; to break out
加油站,jiāyóuzhàn,gas station
永远,yǒngyuǎn,eternal; forever
竞争,jìngzhēng,competition; to compete
共同,gòngtóng,collaborative; common; joint; jointly; together
厚,hòu,deep or profound; generous; kind; rich or strong in flavor; thick; to favor; to stress
信心,xìnxīn,confidence; faith (in sb or sth)
地球,dìqiú,the earth
拉,lā,(coll.) to empty one's bowels; to chat; to drag; to draw; to play (a bowed instrument); to pull
偶尔,ǒuěr,occasionally; once in a while; sometimes
果汁,guǒzhī,fruit juice
幸福,xìngfú,blessed; happiness; happy
提醒,tíxǐng,to call attention to; to remind; to warn of
广播,guǎngbō,(formal) to propagate; broadcast; broadcasting; to broadcast; to publicize
提前,tíqián,in advance; to do sth ahead of time; to shift to an earlier date
干,gān,(archaic) shield; (bound form) to have to do with; to concern oneself with; one of the ten heavenly stems 天干[tian gan1]
干,gàn,(coll.) pissed off; annoyed; cadre; capable; main part of sth; to do; to fuck (vulgar); to kill (slang); to manage; to work; tree trunk
干,gān,(dialect) rude; blunt; (dialect) to cold-shoulder; dried food; dry; empty; hollow; futile; in vain; taken in to nominal kinship; adoptive; foster
短信,duǎnxìn,SMS; text message
倒,dào,contrary to what one might expect; but; yet; inverted; upside down; reversed; to go backward; to invert; to place upside down or frontside back; to pour out; to tip out; to dump
倒,dǎo,to change (trains or buses); to fail; to go bankrupt; to fall; to collapse; to lie horizontally; to move around; to overthrow; to resell at a profit
解释,jiěshì,explanation; to explain; to interpret; to resolve
预习,yùxí,to prepare a lesson
消息,xiāoxi,information; news
收入,shōurù,income; revenue; to take in
遍,biàn,all over; classifier for actions: one time; everywhere
打针,dǎzhēn,to give or have an injection
生意,shēngyi,business
生意,shēngyì,life force; vitality
部分,bùfen,part; piece; section; share
当时,dàngshí,at once; right away
当时,dāngshí,at that time; then; while
无论,wúlùn,no matter what or how; regardless of whether...
艺术,yìshù,art
竟然,jìngrán,actually; in spite of everything; in that crazy way; to go as far as to; to one's surprise; unexpectedly
幽默,yōumò,(loanword) humor; humorous
吸引,xīyǐn,to attract; to appeal to; to fascinate
西红柿,xīhóngshì,tomato
专业,zhuānyè,main field of study (at university); major; professional; specialized field; specialty
关键,guānjiàn,crucial; crucial point; crux; key; pivotal
相同,xiāngtóng,identical; same
回忆,huíyì,memories; to recall
首先,shǒuxiān,first (of all); in the first place
判断,pànduàn,judgment; to determine; to judge
长江,ChángJiāng,Yangtze River, or Chang Jiang
标准,biāozhǔn,(adjective) standard; good; correct; conforming to a standard; standard; norm; criterion
民族,mínzú,nationality; ethnic group
丢,diū,to lose; to put aside; to throw
出差,chūchāi,to go on an official or business trip
熟悉,shúxī,to be familiar with; to know well
对于,duìyú,regarding; as far as (sth) is concerned; with regard to
紧张,jǐnzhāng,in short supply; intense; keyed up; nervous; scarce; strained; tense
另外,lìngwài,additional; besides; furthermore; in addition; moreover; other; separate
数量,shùliàng,amount; quantitative; quantity
弄,lòng,alley; lane
弄,nòng,to do; to fix; to fool with; to handle; to manage; to mess with; to play with; to toy with
原来,yuánlái,at first; former; formerly; original; originally; so, actually, as it turns out
基础,jīchǔ,base; foundation; basis; basic; fundamental
号码,hàomǎ,number
困难,kùnnan,challenging; difficult; difficult situation; straitened circumstances
响,xiǎng,classifier for noises; echo; loud; noise; sound; to make a sound; to ring; to sound
印象,yìnxiàng,a memory; impression (sth that stays in one's mind)
盐,yán,salt
厉害,lìhai,(of a person) stern; (of a resemblance) striking; (of an animal) fierce; (of bacteria) virulent; (of liquor or chili pepper) strong; (used to describe sb or sth that makes a very strong impression, whether favorable or unfavorable) terrible; amazing; awesome; devastating; harsh; intense; outstanding; severe; shrewd; strict; tough
严格,yángé,rigorous; strict; stringent; tight
举行,jǔxíng,to hold (a meeting, ceremony etc)
证明,zhèngmíng,certificate; identification; proof; testimonial; to confirm the truth of; to prove; to testify
语法,yǔfǎ,grammar
底,de,(equivalent to 的 as possessive particle)
底,dǐ,(math.) radix; background; base; bottom; end (of the month, year etc); remnants
亲戚,qīnqi,a relative (i.e. family relation)
桥,qiáo,bridge
安排,ānpái,arrangements; plans; to arrange; to plan; to set up
